"Group","Cow","Date","Stim","IFNg"
"CFP/DDA/Pam",6761,2013-04-01,"Vehicle",1.7
"CFP/DDA/Pam",6769,2013-04-01,"Vehicle",428
"CFP/DDA/Pam",6770,2013-04-01,"Vehicle",28.1
"CFP/DDA/Pam",6775,2013-04-01,"Vehicle",213.1
"CFP/DDA/Pam",6786,2013-04-01,"Vehicle",2.3
"CFP/DDA/Pam",6791,2013-04-01,"Vehicle",2.5
"CFP/DDA/Pam",6794,2013-04-01,"Vehicle",7
"CFP/DDA/Pam",6797,2013-04-01,"Vehicle",2.1
"Non-vaccinated",1030,2013-05-01,"Vehicle",20.6
"Non-vaccinated",1032,2013-05-01,"Vehicle",26
"Non-vaccinated",1045,2013-05-01,"Vehicle",12.2
"Non-vaccinated",1050,2013-05-01,"Vehicle",36.9
"Non-vaccinated",6745,2013-05-01,"Vehicle",64.6
"Non-vaccinated",6749,2013-05-01,"Vehicle",1557.8
"Non-vaccinated",6751,2013-05-01,"Vehicle",91.6
"Non-vaccinated",6755,2013-05-01,"Vehicle",37.4
"Non-vaccinated",6765,2013-05-01,"Vehicle",22.3
"Non-vaccinated",6772,2013-05-01,"Vehicle",111
"Non-vaccinated",6776,2013-05-01,"Vehicle",37.4
"Non-vaccinated",6777,2013-05-01,"Vehicle",30.8
"Non-vaccinated",6779,2013-05-01,"Vehicle",15.4
"Non-vaccinated",6785,2013-05-01,"Vehicle",20.8
"Non-vaccinated",6790,2013-05-01,"Vehicle",169.6
"Non-vaccinated",6798,2013-05-01,"Vehicle",26.3
"Non-vaccinated",6799,2013-05-01,"Vehicle",38.2
"BCG once only",1029,2013-05-01,"Vehicle",11.9
"BCG once only",1034,2013-05-01,"Vehicle",9.3
"BCG once only",1035,2013-05-01,"Vehicle",12.6
"BCG once only",1036,2013-05-01,"Vehicle",14.4
"BCG once only",1039,2013-05-01,"Vehicle",68.7
"BCG once only",1049,2013-05-01,"Vehicle",35
"BCG once only",6743,2013-05-01,"Vehicle",162.5
"BCG once only",6752,2013-05-01,"Vehicle",93.1
"BCG once only",6758,2013-05-01,"Vehicle",36.9
"BCG once only",6759,2013-05-01,"Vehicle",20.9
"BCG once only",6767,2013-05-01,"Vehicle",912.4
"BCG once only",6771,2013-05-01,"Vehicle",10.2
"BCG once only",6778,2013-05-01,"Vehicle",16.4
"BCG once only",6784,2013-05-01,"Vehicle",5.1
"BCG once only",6788,2013-05-01,"Vehicle",54.5
"BCG once only",6800,2013-05-01,"Vehicle",19.4
"Re-vaccinated BCG",1026,2013-05-01,"Vehicle",19.2
"Re-vaccinated BCG",1028,2013-05-01,"Vehicle",7.2
"Re-vaccinated BCG",1041,2013-05-01,"Vehicle",24.4
"Re-vaccinated BCG",1044,2013-05-01,"Vehicle",21.5
"Re-vaccinated BCG",6746,2013-05-01,"Vehicle",11.1
"Re-vaccinated BCG",6747,2013-05-01,"Vehicle",22.5
"Re-vaccinated BCG",6750,2013-05-01,"Vehicle",12.2
"Re-vaccinated BCG",6762,2013-05-01,"Vehicle",5
"Re-vaccinated BCG",6766,2013-05-01,"Vehicle",5.5
"Re-vaccinated BCG",6774,2013-05-01,"Vehicle",48.4
"Re-vaccinated BCG",6780,2013-05-01,"Vehicle",10.2
"Re-vaccinated BCG",6781,2013-05-01,"Vehicle",13.3
"Re-vaccinated BCG",6789,2013-05-01,"Vehicle",88
"Re-vaccinated BCG",6793,2013-05-01,"Vehicle",15
"Re-vaccinated BCG",6796,2013-05-01,"Vehicle",18.6
"Bio-beads/Emulsigen/Pam",1037,2013-05-01,"Vehicle",15
"Bio-beads/Emulsigen/Pam",1038,2013-05-01,"Vehicle",48.4
"Bio-beads/Emulsigen/Pam",1042,2013-05-01,"Vehicle",41.2
"Bio-beads/Emulsigen/Pam",1043,2013-05-01,"Vehicle",44.2
"Bio-beads/Emulsigen/Pam",1048,2013-05-01,"Vehicle",13.4
"Bio-beads/Emulsigen/Pam",6744,2013-05-01,"Vehicle",7.3
"Bio-beads/Emulsigen/Pam",6753,2013-05-01,"Vehicle",19.6
"Bio-beads/Emulsigen/Pam",6757,2013-05-01,"Vehicle",87.1
"Bio-beads/Emulsigen/Pam",6760,2013-05-01,"Vehicle",84.2
"Bio-beads/Emulsigen/Pam",6764,2013-05-01,"Vehicle",24.3
"Bio-beads/Emulsigen/Pam",6768,2013-05-01,"Vehicle",4
"Bio-beads/Emulsigen/Pam",6773,2013-05-01,"Vehicle",311.7
"Bio-beads/Emulsigen/Pam",6783,2013-05-01,"Vehicle",22.3
"Bio-beads/Emulsigen/Pam",6787,2013-05-01,"Vehicle",12.5
"Bio-beads/Emulsigen/Pam",6795,2013-05-01,"Vehicle",14.5
"CFP/DDA/Pam",1027,2013-05-01,"Vehicle",44.4
"CFP/DDA/Pam",1040,2013-05-01,"Vehicle",12.3
"CFP/DDA/Pam",1046,2013-05-01,"Vehicle",2.8
"CFP/DDA/Pam",1047,2013-05-01,"Vehicle",10.8
"CFP/DDA/Pam",6731,2013-05-01,"Vehicle",58
"CFP/DDA/Pam",6748,2013-05-01,"Vehicle",38.3
"CFP/DDA/Pam",6754,2013-05-01,"Vehicle",42.9
"CFP/DDA/Pam",6756,2013-05-01,"Vehicle",29.9
"CFP/DDA/Pam",6761,2013-05-01,"Vehicle",31.6
"CFP/DDA/Pam",6769,2013-05-01,"Vehicle",186.5
"CFP/DDA/Pam",6770,2013-05-01,"Vehicle",53.8
"CFP/DDA/Pam",6775,2013-05-01,"Vehicle",59
"CFP/DDA/Pam",6786,2013-05-01,"Vehicle",10.3
"CFP/DDA/Pam",6791,2013-05-01,"Vehicle",4.1
"CFP/DDA/Pam",6794,2013-05-01,"Vehicle",45.9
"CFP/DDA/Pam",6797,2013-05-01,"Vehicle",13.2
"Non-vaccinated",1030,2013-06-01,"Vehicle",33.5
"Non-vaccinated",1032,2013-06-01,"Vehicle",9.1
"Non-vaccinated",1045,2013-06-01,"Vehicle",3
"Non-vaccinated",1050,2013-06-01,"Vehicle",12.3
"Non-vaccinated",6745,2013-06-01,"Vehicle",39.7
"Non-vaccinated",6749,2013-06-01,"Vehicle",22.3
"Non-vaccinated",6751,2013-06-01,"Vehicle",67.8
"Non-vaccinated",6755,2013-06-01,"Vehicle",12.9
"Non-vaccinated",6765,2013-06-01,"Vehicle",8.5
"Non-vaccinated",6772,2013-06-01,"Vehicle",146.6
"Non-vaccinated",6776,2013-06-01,"Vehicle",12.3
"Non-vaccinated",6777,2013-06-01,"Vehicle",14
"Non-vaccinated",6779,2013-06-01,"Vehicle",7.2
"Non-vaccinated",6785,2013-06-01,"Vehicle",14.9
"Non-vaccinated",6790,2013-06-01,"Vehicle",12.3
"Non-vaccinated",6798,2013-06-01,"Vehicle",16.5
"Non-vaccinated",6799,2013-06-01,"Vehicle",31.5
"BCG once only",1029,2013-06-01,"Vehicle",22.5
"BCG once only",1034,2013-06-01,"Vehicle",7.4
"BCG once only",1035,2013-06-01,"Vehicle",6.9
"BCG once only",1036,2013-06-01,"Vehicle",14.9
"BCG once only",1039,2013-06-01,"Vehicle",80
"BCG once only",1049,2013-06-01,"Vehicle",28.6
"BCG once only",6743,2013-06-01,"Vehicle",118.1
"BCG once only",6752,2013-06-01,"Vehicle",169.3
"BCG once only",6758,2013-06-01,"Vehicle",30
"BCG once only",6759,2013-06-01,"Vehicle",76.4
"BCG once only",6767,2013-06-01,"Vehicle",36.7
"BCG once only",6771,2013-06-01,"Vehicle",4.5
"BCG once only",6778,2013-06-01,"Vehicle",9.8
"BCG once only",6784,2013-06-01,"Vehicle",7.9
"BCG once only",6788,2013-06-01,"Vehicle",21.1
"BCG once only",6800,2013-06-01,"Vehicle",21.2
"Re-vaccinated BCG",1026,2013-06-01,"Vehicle",6.7
"Re-vaccinated BCG",1028,2013-06-01,"Vehicle",16.3
"Re-vaccinated BCG",1041,2013-06-01,"Vehicle",7.3
"Re-vaccinated BCG",1044,2013-06-01,"Vehicle",26.2
"Re-vaccinated BCG",6746,2013-06-01,"Vehicle",55.2
"Re-vaccinated BCG",6747,2013-06-01,"Vehicle",2.4
"Re-vaccinated BCG",6750,2013-06-01,"Vehicle",7.2
"Re-vaccinated BCG",6762,2013-06-01,"Vehicle",1.9
"Re-vaccinated BCG",6766,2013-06-01,"Vehicle",4.4
"Re-vaccinated BCG",6774,2013-06-01,"Vehicle",43.5
"Re-vaccinated BCG",6780,2013-06-01,"Vehicle",11.8
"Re-vaccinated BCG",6781,2013-06-01,"Vehicle",19.9
"Re-vaccinated BCG",6789,2013-06-01,"Vehicle",21.9
"Re-vaccinated BCG",6793,2013-06-01,"Vehicle",23.5
"Re-vaccinated BCG",6796,2013-06-01,"Vehicle",8.4
"Bio-beads/Emulsigen/Pam",1037,2013-06-01,"Vehicle",33.1
"Bio-beads/Emulsigen/Pam",1038,2013-06-01,"Vehicle",38.5
"Bio-beads/Emulsigen/Pam",1042,2013-06-01,"Vehicle",47.7
"Bio-beads/Emulsigen/Pam",1043,2013-06-01,"Vehicle",25
"Bio-beads/Emulsigen/Pam",1048,2013-06-01,"Vehicle",11.4
"Bio-beads/Emulsigen/Pam",6744,2013-06-01,"Vehicle",4.6
"Bio-beads/Emulsigen/Pam",6753,2013-06-01,"Vehicle",8.5
"Bio-beads/Emulsigen/Pam",6757,2013-06-01,"Vehicle",19.3
"Bio-beads/Emulsigen/Pam",6760,2013-06-01,"Vehicle",31.7
"Bio-beads/Emulsigen/Pam",6764,2013-06-01,"Vehicle",8
"Bio-beads/Emulsigen/Pam",6768,2013-06-01,"Vehicle",5.6
"Bio-beads/Emulsigen/Pam",6773,2013-06-01,"Vehicle",189.3
"Bio-beads/Emulsigen/Pam",6783,2013-06-01,"Vehicle",29.9
"Bio-beads/Emulsigen/Pam",6787,2013-06-01,"Vehicle",21.1
"Bio-beads/Emulsigen/Pam",6795,2013-06-01,"Vehicle",9.6
"CFP/DDA/Pam",1027,2013-06-01,"Vehicle",22.2
"CFP/DDA/Pam",1040,2013-06-01,"Vehicle",14.4
"CFP/DDA/Pam",1046,2013-06-01,"Vehicle",0.6
"CFP/DDA/Pam",1047,2013-06-01,"Vehicle",137.5
"CFP/DDA/Pam",6731,2013-06-01,"Vehicle",20.9
"CFP/DDA/Pam",6748,2013-06-01,"Vehicle",20.4
"CFP/DDA/Pam",6754,2013-06-01,"Vehicle",34.6
"CFP/DDA/Pam",6756,2013-06-01,"Vehicle",15.4
"CFP/DDA/Pam",6761,2013-06-01,"Vehicle",23.3
"CFP/DDA/Pam",6769,2013-06-01,"Vehicle",42.8
"CFP/DDA/Pam",6770,2013-06-01,"Vehicle",92.1
"CFP/DDA/Pam",6775,2013-06-01,"Vehicle",91.1
"CFP/DDA/Pam",6786,2013-06-01,"Vehicle",16.9
"CFP/DDA/Pam",6791,2013-06-01,"Vehicle",13.4
"CFP/DDA/Pam",6794,2013-06-01,"Vehicle",32.3
"CFP/DDA/Pam",6797,2013-06-01,"Vehicle",8.1
"Non-vaccinated",1030,2013-07-01,"Vehicle",63.3
"Non-vaccinated",1032,2013-07-01,"Vehicle",20.7
"Non-vaccinated",1045,2013-07-01,"Vehicle",6.8
"Non-vaccinated",1050,2013-07-01,"Vehicle",47.1
"Non-vaccinated",6745,2013-07-01,"Vehicle",111.8
"Non-vaccinated",6749,2013-07-01,"Vehicle",41.9
"Non-vaccinated",6751,2013-07-01,"Vehicle",309.9
"Non-vaccinated",6755,2013-07-01,"Vehicle",19.1
"Non-vaccinated",6765,2013-07-01,"Vehicle",15.2
"Non-vaccinated",6772,2013-07-01,"Vehicle",75
"Non-vaccinated",6776,2013-07-01,"Vehicle",47.5
"Non-vaccinated",6777,2013-07-01,"Vehicle",13.2
"Non-vaccinated",6779,2013-07-01,"Vehicle",8.5
"Non-vaccinated",6785,2013-07-01,"Vehicle",16.8
"Non-vaccinated",6790,2013-07-01,"Vehicle",24.2
"Non-vaccinated",6798,2013-07-01,"Vehicle",18.8
"Non-vaccinated",6799,2013-07-01,"Vehicle",47.6
"BCG once only",1029,2013-07-01,"Vehicle",72.7
"BCG once only",1034,2013-07-01,"Vehicle",25.1
"BCG once only",1035,2013-07-01,"Vehicle",14.6
"BCG once only",1036,2013-07-01,"Vehicle",19.7
"BCG once only",1039,2013-07-01,"Vehicle",109.7
"BCG once only",1049,2013-07-01,"Vehicle",40.8
"BCG once only",6743,2013-07-01,"Vehicle",321.4
"BCG once only",6752,2013-07-01,"Vehicle",482.3
"BCG once only",6758,2013-07-01,"Vehicle",28.4
"BCG once only",6759,2013-07-01,"Vehicle",746.5
"BCG once only",6767,2013-07-01,"Vehicle",22.1
"BCG once only",6771,2013-07-01,"Vehicle",10.7
"BCG once only",6778,2013-07-01,"Vehicle",19.2
"BCG once only",6784,2013-07-01,"Vehicle",6.9
"BCG once only",6788,2013-07-01,"Vehicle",62.5
"BCG once only",6800,2013-07-01,"Vehicle",223.9
"Re-vaccinated BCG",1026,2013-07-01,"Vehicle",8.1
"Re-vaccinated BCG",1028,2013-07-01,"Vehicle",12.4
"Re-vaccinated BCG",1041,2013-07-01,"Vehicle",47.1
"Re-vaccinated BCG",1044,2013-07-01,"Vehicle",58.3
"Re-vaccinated BCG",6746,2013-07-01,"Vehicle",78.7
"Re-vaccinated BCG",6747,2013-07-01,"Vehicle",53.1
"Re-vaccinated BCG",6750,2013-07-01,"Vehicle",19
"Re-vaccinated BCG",6762,2013-07-01,"Vehicle",27.1
"Re-vaccinated BCG",6766,2013-07-01,"Vehicle",8.1
"Re-vaccinated BCG",6774,2013-07-01,"Vehicle",11.3
"Re-vaccinated BCG",6780,2013-07-01,"Vehicle",34.2
"Re-vaccinated BCG",6781,2013-07-01,"Vehicle",31.3
"Re-vaccinated BCG",6789,2013-07-01,"Vehicle",394.9
"Re-vaccinated BCG",6793,2013-07-01,"Vehicle",136.9
"Re-vaccinated BCG",6796,2013-07-01,"Vehicle",17.2
"Bio-beads/Emulsigen/Pam",1037,2013-07-01,"Vehicle",75
"Bio-beads/Emulsigen/Pam",1038,2013-07-01,"Vehicle",41.8
"Bio-beads/Emulsigen/Pam",1042,2013-07-01,"Vehicle",142.3
"Bio-beads/Emulsigen/Pam",1043,2013-07-01,"Vehicle",33.3
"Bio-beads/Emulsigen/Pam",1048,2013-07-01,"Vehicle",9.8
"Bio-beads/Emulsigen/Pam",6744,2013-07-01,"Vehicle",6.1
"Bio-beads/Emulsigen/Pam",6753,2013-07-01,"Vehicle",37.3
"Bio-beads/Emulsigen/Pam",6757,2013-07-01,"Vehicle",106.3
"Bio-beads/Emulsigen/Pam",6760,2013-07-01,"Vehicle",94.2
"Bio-beads/Emulsigen/Pam",6764,2013-07-01,"Vehicle",18.4
"Bio-beads/Emulsigen/Pam",6768,2013-07-01,"Vehicle",9.9
"Bio-beads/Emulsigen/Pam",6773,2013-07-01,"Vehicle",846.1
"Bio-beads/Emulsigen/Pam",6783,2013-07-01,"Vehicle",233.5
"Bio-beads/Emulsigen/Pam",6787,2013-07-01,"Vehicle",8
"Bio-beads/Emulsigen/Pam",6795,2013-07-01,"Vehicle",19.9
"CFP/DDA/Pam",1027,2013-07-01,"Vehicle",62.9
"CFP/DDA/Pam",1040,2013-07-01,"Vehicle",15.7
"CFP/DDA/Pam",1046,2013-07-01,"Vehicle",4.2
"CFP/DDA/Pam",1047,2013-07-01,"Vehicle",103.7
"CFP/DDA/Pam",6731,2013-07-01,"Vehicle",21.6
"CFP/DDA/Pam",6748,2013-07-01,"Vehicle",47.2
"CFP/DDA/Pam",6754,2013-07-01,"Vehicle",19.6
"CFP/DDA/Pam",6756,2013-07-01,"Vehicle",30
"CFP/DDA/Pam",6761,2013-07-01,"Vehicle",56.7
"CFP/DDA/Pam",6769,2013-07-01,"Vehicle",199.4
"CFP/DDA/Pam",6770,2013-07-01,"Vehicle",10.3
"CFP/DDA/Pam",6775,2013-07-01,"Vehicle",489.2
"CFP/DDA/Pam",6786,2013-07-01,"Vehicle",35
"CFP/DDA/Pam",6791,2013-07-01,"Vehicle",1049.7
"CFP/DDA/Pam",6794,2013-07-01,"Vehicle",30.8
"CFP/DDA/Pam",6797,2013-07-01,"Vehicle",37.4
